"TEAM_ABBREVIATION","START_POSITION","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","AST","STL","BLK","TO","PF","PTS","PLUS_MINUS"
1,2,14.75,13,20,0.65,0,2,0,7,8,0.875,3,7,8,0,0,6,3,33,14
1,2,15.63,14,20,0.7,2,6,0.333,2,4,0.5,0,6,3,2,2,0,1,32,22
1,2,21.67,10,19,0.526,2,7,0.286,11,12,0.917,2,4,9,4,1,1,2,33,1
1,2,12.83,9,21,0.429,1,4,0.25,9,12,0.75,3,4,7,1,3,0,2,28,13
1,2,15.07,10,22,0.455,2,6,0.333,7,8,0.875,2,2,5,0,2,1,4,29,-1
1,2,6.4,11,18,0.611,2,5,0.4,7,8,0.875,0,5,4,3,0,2,1,31,19
1,2,3.67,8,17,0.471,2,4,0.5,7,8,0.875,2,3,4,2,2,3,3,25,27
1,2,13.62,4,12,0.333,0,4,0,3,4,0.75,2,6,11,1,3,2,2,11,32
1,2,4.15,5,10,0.5,1,4,0.25,10,10,1,0,5,6,5,1,0,0,21,30
1,2,17.37,12,27,0.444,1,5,0.2,7,10,0.7,1,6,5,2,1,3,3,32,7
1,2,6.65,9,13,0.692,3,4,0.75,2,4,0.5,1,6,8,3,1,2,2,23,24
1,2,17.13,7,12,0.583,0,1,0,0,0,0,0,3,3,1,3,0,0,14,24
1,2,6.33,7,14,0.5,3,7,0.429,9,11,0.818,0,4,1,1,1,1,0,26,17
1,2,12.58,8,19,0.421,1,4,0.25,7,7,1,1,6,8,2,0,2,3,24,16
1,2,15.5,8,21,0.381,0,4,0,9,10,0.9,1,5,6,4,0,3,1,25,-5
1,2,11.97,9,20,0.45,1,4,0.25,12,17,0.706,0,8,4,0,1,3,3,31,17
1,2,18.05,13,21,0.619,3,7,0.429,9,11,0.818,3,2,7,2,2,2,2,38,33
1,2,14.03,10,20,0.5,0,0,0,2,4,0.5,1,7,11,3,0,5,4,22,14
1,2,18.77,16,24,0.667,1,4,0.25,8,10,0.8,0,5,6,3,0,2,2,41,11
1,2,15.2,13,29,0.448,4,7,0.571,11,13,0.846,4,9,4,0,0,2,1,41,12
1,2,15.33,11,24,0.458,1,6,0.167,4,7,0.571,2,7,8,1,4,4,2,27,-3
1,2,11.83,13,23,0.565,0,2,0,15,16,0.938,2,7,6,4,0,5,1,41,22
1,2,10.13,8,20,0.4,0,2,0,13,15,0.867,2,6,3,2,1,1,1,29,13
1,2,13.72,6,15,0.4,0,3,0,3,4,0.75,2,5,13,3,0,5,3,15,-8
1,2,6.27,7,15,0.467,0,2,0,8,12,0.667,2,7,9,0,1,5,3,22,10
1,2,12,9,21,0.429,0,4,0,4,8,0.5,1,6,6,2,1,3,4,22,-3
1,2,22.8,14,29,0.483,3,11,0.273,14,19,0.737,1,4,6,2,0,2,4,45,0
1,2,22.65,9,23,0.391,1,3,0.333,13,15,0.867,3,9,6,2,1,8,2,32,7
1,2,20.72,12,25,0.48,0,5,0,11,13,0.846,0,3,5,1,1,4,3,35,-8
1,2,20,7,20,0.35,2,5,0.4,5,8,0.625,1,5,13,3,2,4,3,21,15
1,2,16.25,5,16,0.313,3,5,0.6,8,12,0.667,0,5,8,4,3,2,3,21,29
1,2,17.63,6,24,0.25,0,4,0,9,13,0.692,2,3,6,2,1,7,1,21,-15
1,2,14.82,2,18,0.111,0,6,0,8,10,0.8,2,7,9,1,1,10,4,12,-7
1,2,20.2,8,17,0.471,1,2,0.5,10,10,1,2,11,13,2,1,1,2,27,26
1,2,20.08,8,21,0.381,3,9,0.333,15,18,0.833,2,8,7,1,2,5,0,34,-3
1,2,20.38,11,25,0.44,3,8,0.375,9,14,0.643,2,10,7,2,0,5,5,34,3
1,2,11.95,10,19,0.526,0,4,0,2,4,0.5,0,7,3,1,1,4,3,22,-24
1,2,17.42,12,19,0.632,0,2,0,8,14,0.571,0,6,4,1,2,1,1,32,9
1,2,17.68,10,18,0.556,1,2,0.5,6,12,0.5,1,3,5,2,1,5,3,27,-5
1,2,11.25,3,9,0.333,0,1,0,7,9,0.778,0,11,7,1,2,5,1,13,-3
1,2,14.18,13,21,0.619,2,6,0.333,6,12,0.5,0,6,2,3,0,3,2,34,-10
1,2,11.37,11,21,0.524,1,4,0.25,10,13,0.769,4,3,8,1,2,0,2,33,10
1,2,18.37,6,22,0.273,1,5,0.2,4,8,0.5,5,2,9,2,2,5,1,17,-15
1,2,14.5,10,24,0.417,3,7,0.429,10,14,0.714,0,5,4,2,2,3,4,33,-1
1,2,7.22,11,19,0.579,1,4,0.25,6,6,1,2,2,5,3,2,4,6,29,3
1,2,17.78,11,18,0.611,1,2,0.5,3,3,1,3,6,9,3,1,1,4,26,7
1,2,11.3,4,17,0.235,1,5,0.2,4,6,0.667,0,4,5,0,0,5,0,13,-19
1,2,16.55,6,14,0.429,1,2,0.5,8,10,0.8,0,3,8,2,2,2,2,21,-3
1,2,14.58,9,25,0.36,3,9,0.333,8,10,0.8,4,7,4,2,0,4,3,29,-12
1,2,17.4,14,22,0.636,1,3,0.333,0,0,0,0,12,5,1,0,5,1,29,-3
1,2,17.07,11,19,0.579,2,5,0.4,6,7,0.857,3,4,6,1,1,0,0,30,15
1,2,18.23,11,22,0.5,1,4,0.25,7,11,0.636,2,7,6,0,1,3,1,30,-7
1,2,17.67,11,24,0.458,1,3,0.333,10,16,0.625,2,5,10,1,2,1,2,33,17
1,2,19.38,9,22,0.409,1,7,0.143,6,8,0.75,2,5,7,0,0,7,4,25,3
1,2,21.68,12,23,0.522,2,7,0.286,16,23,0.696,3,8,7,1,2,6,5,42,-4
1,2,19.68,7,18,0.389,1,4,0.25,9,13,0.692,1,9,11,1,2,4,0,24,10
1,2,14.22,11,24,0.458,5,8,0.625,11,12,0.917,4,7,4,1,2,2,2,38,15
1,2,13.92,13,27,0.481,2,8,0.25,11,12,0.917,0,3,1,1,3,4,1,39,-21
1,2,19.83,16,30,0.533,7,13,0.538,11,16,0.688,1,7,10,4,0,2,3,50,11
1,2,15.85,15,29,0.517,0,5,0,7,8,0.875,3,3,6,1,0,3,1,37,21
1,2,19.58,11,22,0.5,1,4,0.25,7,9,0.778,2,6,13,2,0,3,2,30,12
1,2,15,7,24,0.292,1,6,0.167,11,15,0.733,4,4,4,0,0,3,2,26,-13
1,2,13.83,16,24,0.667,1,3,0.333,2,5,0.4,0,4,6,0,1,2,3,35,-2
1,2,15.03,10,17,0.588,1,4,0.25,4,5,0.8,1,6,11,3,1,6,2,25,19
1,2,20.53,11,20,0.55,2,6,0.333,9,14,0.643,3,12,8,1,1,3,1,33,2
1,2,19.23,11,22,0.5,1,5,0.2,8,12,0.667,2,12,12,2,1,4,1,31,14
1,2,18.13,7,18,0.389,4,7,0.571,8,11,0.727,2,11,11,2,0,5,2,26,-8
1,2,18.73,17,31,0.548,1,5,0.2,4,7,0.571,2,4,9,0,1,3,4,39,-3
1,3,19.85,8,15,0.533,1,2,0.5,12,15,0.8,1,6,10,3,1,5,3,29,10
1,2,8.6,11,23,0.478,2,5,0.4,6,6,1,1,4,3,2,0,5,1,30,-25
1,2,20,11,24,0.458,0,3,0,4,4,1,4,7,7,2,1,1,2,26,5
1,2,17.22,12,23,0.522,2,5,0.4,6,11,0.545,1,6,6,2,2,3,0,32,-11
1,2,18.4,11,21,0.524,4,8,0.5,7,10,0.7,1,8,12,5,2,7,5,33,12
1,2,19.8,8,19,0.421,1,4,0.25,11,16,0.688,0,11,7,2,1,3,2,28,15
1,2,19.88,13,29,0.448,3,6,0.5,8,12,0.667,2,12,4,2,2,4,3,37,3
1,2,20.13,16,32,0.5,1,5,0.2,8,12,0.667,3,6,4,2,0,5,4,41,-3
1,2,15.43,14,30,0.467,0,1,0,8,10,0.8,2,5,5,2,0,1,3,36,-12
1,2,7.13,7,13,0.538,1,3,0.333,8,9,0.889,2,6,8,2,1,0,2,23,31
1,2,15.67,11,26,0.423,1,4,0.25,5,5,1,1,2,5,4,1,5,4,28,12
1,2,14.9,9,24,0.375,1,5,0.2,8,12,0.667,3,6,7,0,2,3,1,27,-11
1,2,23.17,18,28,0.643,6,12,0.5,9,16,0.563,3,5,9,3,1,4,1,51,10
1,2,1.6,10,20,0.5,2,7,0.286,9,15,0.6,5,14,8,4,3,8,3,31,-2
1,2,19.38,13,22,0.591,0,4,0,5,9,0.556,3,7,6,3,1,3,3,31,-7
1,2,11.17,8,18,0.444,0,3,0,6,6,1,2,6,3,2,0,4,2,22,13
1,2,21.73,14,29,0.483,4,8,0.5,7,12,0.583,3,8,8,0,0,1,1,39,-1
1,2,21.35,7,18,0.389,1,6,0.167,9,12,0.75,1,7,10,5,1,3,1,24,7
1,2,16.08,13,22,0.591,1,3,0.333,9,11,0.818,1,4,6,2,1,2,1,36,7
1,2,18.35,8,21,0.381,1,4,0.25,4,6,0.667,2,3,6,1,0,4,1,21,-18
1,2,12.32,9,21,0.429,1,4,0.25,5,10,0.5,4,4,7,3,0,3,5,24,5
1,2,14.6,9,19,0.474,0,3,0,7,11,0.636,0,6,12,1,1,2,3,25,18
1,2,16.85,8,20,0.4,0,2,0,9,13,0.692,2,3,8,1,1,3,2,25,-12
1,2,14.47,12,29,0.414,0,3,0,9,11,0.818,4,6,5,1,1,3,3,33,-7
1,2,12.87,12,21,0.571,3,6,0.5,5,6,0.833,1,7,6,6,0,4,1,32,-9
1,2,2.22,10,25,0.4,0,5,0,11,13,0.846,1,7,5,1,0,2,3,31,6
1,2,17.77,10,18,0.556,0,1,0,1,1,1,0,6,6,0,1,3,1,21,5
1,2,17.15,12,25,0.48,3,9,0.333,2,3,0.667,0,6,8,2,0,6,3,29,6
1,2,19.52,5,11,0.455,0,2,0,5,9,0.556,0,1,3,0,0,0,1,15,-2
1,2,21.77,11,25,0.44,2,8,0.25,14,15,0.933,0,4,13,2,2,3,2,38,14
1,2,11.78,10,21,0.476,1,6,0.167,9,15,0.6,3,8,10,4,1,2,1,30,9
1,2,20.68,14,29,0.483,2,8,0.25,7,8,0.875,3,9,12,3,1,4,3,37,7
1,2,15.05,17,26,0.654,6,10,0.6,5,8,0.625,2,6,5,3,2,3,2,45,14
1,2,20.1,11,22,0.5,1,7,0.143,11,12,0.917,0,7,7,1,1,3,4,34,-2
1,2,16.27,13,27,0.481,1,3,0.333,13,15,0.867,2,8,9,0,3,5,3,40,13
1,2,23.23,15,27,0.556,2,4,0.5,7,9,0.778,4,9,14,0,2,4,1,39,2
1,2,9.78,9,16,0.563,1,3,0.333,8,14,0.571,0,1,4,2,0,4,3,27,-13
1,2,11.92,9,21,0.429,0,2,0,4,8,0.5,1,4,8,6,1,5,3,22,11
1,2,19.85,10,19,0.526,0,2,0,6,8,0.75,0,4,4,1,1,1,1,26,-1
1,2,16.75,12,27,0.444,1,4,0.25,7,15,0.467,2,13,13,3,2,4,4,32,4
1,2,17.85,9,16,0.563,1,2,0.5,5,7,0.714,1,12,9,0,3,2,1,24,4
1,2,19.22,11,26,0.423,3,5,0.6,2,2,1,1,4,8,2,4,3,0,27,-18
1,2,20.42,13,28,0.464,3,5,0.6,16,22,0.727,3,4,7,3,1,3,1,45,4
1,2,12.15,2,11,0.182,0,2,0,6,10,0.6,1,4,4,1,0,5,4,10,-12
1,2,22.48,10,30,0.333,2,7,0.286,2,6,0.333,0,6,10,0,0,6,1,24,2
1,2,17.98,9,23,0.391,0,5,0,7,8,0.875,0,8,7,2,1,5,3,25,4
1,2,14,9,21,0.429,0,2,0,7,11,0.636,3,4,6,1,0,6,3,25,-5
1,2,20,4,16,0.25,2,6,0.333,4,4,1,1,6,4,1,1,6,1,14,-5
1,2,22.2,3,11,0.273,0,2,0,14,19,0.737,2,12,8,2,2,3,1,20,13
1,2,2.3,18,33,0.545,2,3,0.667,10,14,0.714,3,6,7,2,0,2,3,48,2
1,2,20.28,8,19,0.421,1,5,0.2,8,9,0.889,0,7,11,3,0,3,0,25,-4
1,2,22.12,12,21,0.571,2,3,0.667,6,9,0.667,1,8,9,2,0,3,2,32,6
1,2,20.68,7,19,0.368,0,1,0,5,7,0.714,0,6,7,3,0,6,1,19,-6
1,2,21.37,5,15,0.333,0,0,0,0,0,0,1,9,9,4,1,2,1,10,-5
1,2,14.88,8,20,0.4,1,5,0.2,6,9,0.667,1,7,8,1,0,2,4,23,26
1,2,18.78,5,14,0.357,0,2,0,10,11,0.909,3,6,5,2,1,5,4,20,-15
1,2,22.33,9,16,0.563,2,3,0.667,10,15,0.667,0,9,7,0,0,3,1,30,9
1,2,20.13,5,16,0.313,1,5,0.2,7,7,1,0,6,12,0,0,2,2,18,-12
1,2,21.82,12,24,0.5,3,7,0.429,9,13,0.692,0,1,12,3,0,2,2,36,8
1,2,22.02,8,21,0.381,1,4,0.25,4,6,0.667,2,9,7,1,1,3,2,21,6
1,2,22.18,8,22,0.364,1,5,0.2,14,17,0.824,3,8,7,3,1,2,3,31,12
1,2,22.03,11,22,0.5,3,5,0.6,5,7,0.714,0,6,9,1,0,2,3,30,6
1,2,20.32,7,14,0.5,0,2,0,9,11,0.818,2,7,7,2,0,1,1,23,17
1,2,15.97,9,18,0.5,1,4,0.25,5,10,0.5,0,5,9,2,0,2,2,24,22
1,2,12.05,7,15,0.467,0,2,0,4,7,0.571,1,4,6,0,0,1,3,18,-4
1,2,7.95,8,16,0.5,3,6,0.5,4,5,0.8,1,4,6,1,1,0,1,23,25
1,2,11.25,15,27,0.556,0,1,0,5,9,0.556,3,5,4,2,1,2,1,35,21
1,2,19.1,5,16,0.313,1,4,0.25,9,11,0.818,1,4,6,1,0,5,2,20,-11
1,2,20.42,7,23,0.304,0,3,0,11,14,0.786,0,6,5,1,1,2,3,25,5
1,2,0.6,11,21,0.524,2,5,0.4,11,13,0.846,2,7,5,0,0,4,4,35,3
1,2,17.82,13,24,0.542,0,2,0,5,5,1,2,10,6,4,1,2,1,31,21
1,2,23.4,14,25,0.56,0,3,0,11,13,0.846,1,4,9,3,0,7,4,39,4
1,2,19.92,6,20,0.3,2,5,0.4,10,14,0.714,1,5,7,2,0,3,3,24,3
1,2,16.13,8,18,0.444,0,3,0,10,14,0.714,1,6,6,2,0,3,4,26,11
1,2,16.82,8,19,0.421,1,6,0.167,1,1,1,0,3,8,1,0,5,4,18,-13
1,2,14.27,8,16,0.5,0,1,0,5,6,0.833,1,2,10,2,0,1,1,21,19
1,2,21.45,12,28,0.429,1,6,0.167,6,7,0.857,0,6,4,2,3,6,3,31,-6
1,2,22.55,12,31,0.387,2,9,0.222,11,12,0.917,2,4,6,1,3,3,4,37,-5
1,2,19.67,8,21,0.381,0,6,0,8,13,0.615,2,15,9,2,2,4,3,24,7
1,2,5.58,11,17,0.647,4,7,0.571,3,6,0.5,1,5,4,3,0,2,0,29,35
1,2,14.7,10,22,0.455,2,6,0.333,4,5,0.8,3,4,6,3,1,2,2,26,23
1,2,12.5,12,22,0.545,4,6,0.667,4,4,1,0,8,9,3,1,6,5,32,15
1,2,2.67,17,31,0.548,1,3,0.333,6,8,0.75,2,5,8,3,1,4,4,41,8
1,2,17.63,12,24,0.5,3,6,0.5,5,9,0.556,1,11,8,0,0,3,2,32,-1
1,2,13.37,10,20,0.5,1,3,0.333,15,17,0.882,2,3,6,0,3,2,1,36,23
1,2,15.97,17,27,0.63,1,4,0.25,4,8,0.5,0,3,5,0,0,2,2,39,-2
1,2,18.83,14,22,0.636,3,4,0.75,4,7,0.571,1,4,8,2,1,4,1,35,16
1,2,17.5,10,22,0.455,2,5,0.4,7,12,0.583,0,3,7,0,1,2,2,29,6
1,2,18.97,13,28,0.464,1,4,0.25,2,8,0.25,3,4,2,3,0,3,1,29,3
1,2,12.82,12,25,0.48,0,1,0,5,5,1,0,4,2,1,1,3,3,29,5
1,2,15.8,10,16,0.625,0,1,0,18,22,0.818,0,4,3,3,0,3,4,38,4
1,2,18.65,9,25,0.36,0,3,0,5,9,0.556,3,7,4,1,3,0,2,23,10
1,2,14.35,5,16,0.313,0,2,0,8,12,0.667,1,7,5,1,1,1,3,18,3
1,2,17.13,12,22,0.545,1,4,0.25,4,8,0.5,1,6,6,0,0,2,1,29,22
1,2,12.32,4,13,0.308,1,2,0.5,2,2,1,0,7,3,1,1,2,1,11,15
1,2,19.28,9,22,0.409,1,4,0.25,2,3,0.667,0,5,6,2,0,3,2,21,-12
1,2,11.65,7,13,0.538,0,1,0,4,8,0.5,1,9,3,2,0,1,1,18,17
1,2,11.58,6,18,0.333,2,7,0.286,3,8,0.375,1,5,9,1,0,2,4,17,-12
1,2,18.07,12,22,0.545,3,6,0.5,3,6,0.5,2,7,5,2,0,3,2,30,-8
1,2,5.17,14,26,0.538,3,8,0.375,8,13,0.615,2,8,5,1,0,4,2,39,-8
1,2,19.38,6,15,0.4,0,3,0,6,13,0.462,0,4,5,3,0,2,2,18,-2
1,2,21.87,14,22,0.636,2,7,0.286,2,5,0.4,0,7,5,4,0,9,2,32,5
1,2,19.87,9,23,0.391,0,1,0,12,14,0.857,2,8,10,2,0,3,2,30,-3
1,2,11.12,8,21,0.381,1,4,0.25,6,13,0.462,3,3,2,1,0,4,0,23,-24
1,2,19.57,8,21,0.381,1,7,0.143,13,15,0.867,1,6,8,2,1,4,0,30,-7
1,2,18.03,10,23,0.435,0,1,0,8,8,1,1,5,6,1,0,2,4,28,14
1,2,14.82,15,28,0.536,3,9,0.333,1,2,0.5,2,4,6,1,0,5,2,34,-20
1,2,19.42,14,26,0.538,3,7,0.429,3,3,1,1,3,7,2,1,3,3,34,13
1,2,20,9,21,0.429,1,3,0.333,0,0,0,0,13,4,3,3,5,4,19,4
1,2,18.83,3,13,0.231,0,4,0,2,2,1,0,5,9,1,0,2,1,8,9
1,2,20.78,11,20,0.55,2,3,0.667,8,10,0.8,1,5,4,3,1,3,0,32,3
1,2,16.23,7,17,0.412,0,1,0,5,11,0.455,0,5,5,2,0,3,1,19,6
1,2,16.32,15,26,0.577,3,4,0.75,0,3,0,2,7,3,1,0,5,4,33,6
1,2,20.02,11,21,0.524,2,6,0.333,8,13,0.615,1,3,5,1,1,3,5,32,11
1,2,15.52,10,25,0.4,1,2,0.5,6,8,0.75,1,8,3,1,2,1,1,27,23
1,2,18.9,13,21,0.619,2,3,0.667,4,10,0.4,0,7,1,0,0,7,1,32,3
1,2,19,9,20,0.45,0,1,0,8,8,1,2,8,5,2,0,1,1,26,-20
1,2,16.18,10,22,0.455,1,3,0.333,16,21,0.762,0,1,8,2,1,3,4,37,8
1,2,17.05,10,19,0.526,2,5,0.4,7,9,0.778,1,4,5,0,1,4,4,29,-7
1,2,9.62,9,14,0.643,2,3,0.667,2,3,0.667,0,9,7,1,0,4,3,22,22
1,2,17.62,6,17,0.353,0,2,0,10,11,0.909,1,7,7,1,1,6,1,22,3
1,2,17.6,7,18,0.389,0,3,0,1,1,1,3,4,6,4,0,3,1,15,-4
1,2,7.87,11,16,0.688,1,3,0.333,4,6,0.667,0,7,6,1,1,3,0,27,28
1,2,16.5,11,18,0.611,1,2,0.5,3,5,0.6,1,5,10,1,0,4,1,26,2
1,2,11.73,7,22,0.318,2,6,0.333,5,7,0.714,1,4,4,0,0,3,2,21,-13
1,2,18.92,12,23,0.522,1,3,0.333,6,10,0.6,2,5,8,3,2,4,4,31,8
1,2,17.18,10,22,0.455,0,5,0,7,11,0.636,1,6,6,0,1,5,1,27,-4
1,2,16.83,10,20,0.5,1,4,0.25,4,7,0.571,0,4,11,0,1,7,4,25,2
1,2,18.43,6,14,0.429,2,2,1,16,20,0.8,1,6,5,1,0,3,6,30,1
1,2,15.92,11,24,0.458,2,7,0.286,6,9,0.667,0,10,8,4,0,2,1,30,-7
1,2,17.98,7,21,0.333,1,5,0.2,0,1,0,0,1,9,3,1,3,1,15,3
1,2,9.33,8,20,0.4,0,1,0,4,5,0.8,2,3,4,2,0,3,2,20,-22
1,2,16.5,12,24,0.5,2,5,0.4,11,14,0.786,2,7,6,1,2,4,1,37,12
1,2,14.9,10,15,0.667,3,6,0.5,9,11,0.818,0,7,7,2,1,4,2,32,16
1,2,17.33,10,19,0.526,3,4,0.75,6,9,0.667,0,4,6,2,1,3,2,29,10
1,2,19.53,9,17,0.529,1,4,0.25,19,23,0.826,1,7,5,3,0,2,4,38,6
1,2,13.83,6,13,0.462,0,1,0,7,8,0.875,0,4,12,3,2,3,0,19,26
1,2,23.28,13,26,0.5,3,8,0.375,5,11,0.455,0,7,6,2,1,2,1,34,-3
1,2,14.1,3,13,0.231,1,3,0.333,9,10,0.9,4,5,7,0,1,2,0,16,-3
1,2,17.88,14,26,0.538,1,2,0.5,6,11,0.545,1,9,4,1,1,2,3,35,6
1,2,16.63,11,24,0.458,2,4,0.5,2,6,0.333,3,7,5,0,2,5,2,26,3
1,2,22.75,11,24,0.458,0,4,0,5,8,0.625,3,5,2,1,0,3,2,27,-16
1,2,23.83,8,20,0.4,1,5,0.2,15,18,0.833,0,11,5,1,1,7,2,32,-2
1,2,22.83,13,30,0.433,1,4,0.25,5,7,0.714,3,2,5,2,1,2,3,32,2
1,2,0,8,23,0.348,1,2,0.5,5,10,0.5,1,7,9,2,2,8,3,22,2
1,2,0,9,18,0.5,1,4,0.25,2,2,1,0,10,10,4,1,4,2,21,9
1,2,23.53,11,23,0.478,2,5,0.4,6,8,0.75,2,12,7,0,0,3,4,30,-4
1,2,12,9,18,0.5,2,5,0.4,2,2,1,1,3,4,0,0,4,3,22,-31
1,2,5,15,25,0.6,1,6,0.167,1,3,0.333,0,7,7,2,1,5,4,32,1
1,2,22.12,14,23,0.609,0,1,0,17,18,0.944,5,2,6,2,0,4,5,45,-4
1,2,21.33,13,23,0.565,7,12,0.583,5,7,0.714,1,5,5,0,0,7,5,38,-16
1,2,23.62,16,28,0.571,3,5,0.6,6,9,0.667,1,4,3,2,0,4,3,41,1
1,2,19.47,7,25,0.28,1,6,0.167,11,15,0.733,2,7,2,2,3,10,5,26,-2
1,2,5.53,8,16,0.5,0,0,0,1,2,0.5,0,5,4,1,1,3,2,17,-17
1,2,7.35,8,18,0.444,0,3,0,6,8,0.75,0,3,1,0,0,2,0,22,-11
1,2,18.12,12,24,0.5,0,3,0,8,12,0.667,1,3,6,0,0,2,1,32,3
1,2,20.15,12,26,0.462,0,3,0,13,16,0.813,1,4,7,1,0,6,5,37,5
1,2,20.8,12,24,0.5,4,7,0.571,8,14,0.571,0,2,7,3,0,5,3,36,-2
1,2,10.67,13,22,0.591,4,10,0.4,7,9,0.778,1,3,7,4,0,3,4,37,15
1,2,17.28,13,24,0.542,2,5,0.4,7,9,0.778,1,11,8,1,2,3,5,35,2
1,2,21.48,16,25,0.64,2,6,0.333,13,14,0.929,4,8,9,2,0,4,3,47,13
1,2,19.43,16,23,0.696,4,7,0.571,10,13,0.769,0,5,4,3,0,2,3,46,16
1,2,0.93,14,34,0.412,0,4,0,8,11,0.727,3,3,5,2,0,2,2,36,4
1,2,20.85,13,26,0.5,4,8,0.5,6,8,0.75,3,4,8,2,3,0,2,36,8
1,2,2.18,10,21,0.476,1,5,0.2,16,23,0.696,0,11,12,0,1,5,4,37,5
1,2,22.87,10,24,0.417,3,4,0.75,6,10,0.6,1,7,7,1,0,7,3,29,0
1,2,20.17,9,23,0.391,1,6,0.167,8,10,0.8,2,7,5,6,0,1,2,27,14
1,2,20.97,14,27,0.519,0,2,0,8,8,1,1,11,5,0,2,4,1,36,-8
1,2,21.28,11,27,0.407,1,6,0.167,24,28,0.857,2,5,4,0,1,5,2,47,-7
1,2,14.97,9,22,0.409,2,6,0.333,5,6,0.833,2,5,2,2,1,5,0,25,-18
1,2,20.28,13,24,0.542,1,3,0.333,8,12,0.667,1,5,6,1,0,0,2,35,-4
1,2,19.73,5,17,0.294,2,6,0.333,5,6,0.833,1,11,8,1,0,2,2,17,14
1,2,22.45,15,28,0.536,1,3,0.333,6,6,1,0,9,7,2,0,3,3,37,23
1,2,22.62,11,27,0.407,0,3,0,11,13,0.846,2,9,8,0,1,5,4,33,4
1,2,20.67,7,21,0.333,1,4,0.25,4,7,0.571,1,6,12,1,2,5,1,19,-5
1,2,22.57,9,22,0.409,0,3,0,8,10,0.8,1,3,6,0,1,5,0,26,-10
1,2,13.77,9,20,0.45,2,3,0.667,2,3,0.667,1,8,7,0,0,3,3,22,-17
1,2,23.77,7,21,0.333,3,8,0.375,8,19,0.421,0,7,9,1,0,4,2,25,-8
1,2,19.12,13,24,0.542,1,4,0.25,6,10,0.6,3,3,5,2,1,6,3,33,-7
1,2,18.85,10,24,0.417,1,5,0.2,5,7,0.714,0,2,9,1,2,2,0,26,21
1,2,5.92,16,32,0.5,0,5,0,11,15,0.733,1,11,11,2,4,2,5,43,5
1,2,16.72,19,33,0.576,1,3,0.333,5,8,0.625,2,1,5,4,0,2,0,44,12
1,2,19.8,10,17,0.588,5,6,0.833,8,8,1,1,4,6,1,2,2,5,33,-15
1,2,21.38,6,23,0.261,0,3,0,6,8,0.75,1,8,8,1,0,2,2,18,-13
1,2,21.63,11,34,0.324,1,5,0.2,12,17,0.706,1,10,8,1,0,0,3,35,10
1,2,21.35,9,20,0.45,2,7,0.286,2,4,0.5,0,9,12,0,2,4,4,22,-3
1,2,23.18,10,17,0.588,2,7,0.286,9,10,0.9,2,2,6,2,1,4,0,31,-7
1,2,15.3,12,29,0.414,2,5,0.4,3,3,1,1,4,7,1,0,1,0,29,-15
1,2,20.43,8,21,0.381,0,2,0,10,12,0.833,0,11,10,1,1,4,2,26,5
1,2,7.57,11,19,0.579,2,6,0.333,6,11,0.545,1,5,6,5,1,4,2,30,30
1,2,18.75,17,33,0.515,3,7,0.429,7,12,0.583,1,10,7,1,1,6,1,44,5
1,2,21.1,12,23,0.522,1,2,0.5,5,8,0.625,1,6,9,3,1,6,1,30,4
1,2,21.9,11,22,0.5,1,5,0.2,15,20,0.75,1,8,6,3,1,5,2,38,10
1,2,11.37,7,21,0.333,2,5,0.4,7,10,0.7,0,7,8,2,2,1,0,23,33
1,2,18.78,19,35,0.543,4,8,0.5,9,11,0.818,0,5,8,2,0,3,4,51,19
1,2,11.2,5,22,0.227,0,3,0,4,6,0.667,1,8,6,0,0,6,3,14,-9
1,2,17.58,7,20,0.35,2,6,0.333,8,15,0.533,2,9,9,0,0,2,5,24,-3
1,2,17.32,10,26,0.385,1,5,0.2,8,11,0.727,2,11,7,1,3,2,3,29,12
1,2,19.75,18,28,0.643,5,8,0.625,5,5,1,0,7,8,1,0,1,1,46,-5
1,2,16.1,11,22,0.5,2,3,0.667,4,9,0.444,0,2,9,0,0,5,2,28,5
1,2,22,14,31,0.452,0,7,0,8,11,0.727,0,7,7,0,1,1,0,36,-2
1,2,21.2,14,22,0.636,3,7,0.429,4,9,0.444,2,5,6,0,1,0,1,35,4
1,2,20.25,13,19,0.684,3,7,0.429,3,6,0.5,1,8,5,1,0,3,4,32,-10
1,2,21.7,12,29,0.414,2,8,0.25,6,7,0.857,2,9,11,5,1,4,1,32,8
1,2,20.55,11,22,0.5,2,5,0.4,6,7,0.857,1,6,7,4,1,5,2,30,5
1,2,16.3,12,21,0.571,1,5,0.2,6,9,0.667,1,9,8,2,0,4,3,31,-2
1,2,20.97,12,25,0.48,0,5,0,8,12,0.667,1,7,6,2,2,2,0,32,14
1,2,19.85,4,16,0.25,0,1,0,6,11,0.545,1,7,9,1,0,3,1,14,1
1,2,19.85,12,25,0.48,4,6,0.667,9,13,0.692,0,5,6,4,0,2,2,37,15
1,2,4.92,8,12,0.667,1,1,1,8,9,0.889,2,4,4,3,2,5,1,25,20
1,2,22.38,12,19,0.632,2,4,0.5,15,16,0.938,0,5,10,1,0,4,3,41,9
1,2,21.1,11,18,0.611,1,4,0.25,3,6,0.5,0,4,9,1,0,3,3,26,16
